image,label,prob,dist
9dce56a0fe07443e93261aac657570b2.png,850,0.02033860206229296,1.5642201
3febb8c11baa4a9ca20842fb4586de0c.png,789,0.13647781800799771,1.52458138
0c2094e804a146419b77252c9b7704bc.png,920,0.10672809859224207,1.52003864
96a4a690d024466d9b0f1c12431dd67c.png,357,0.052801972223266484,1.517523165
47c9a47d8e11491ea466a13a948999c7.png,426,0.04522199024369409,1.5123592849999998
ea81efb62ffd42679368b146f1b2a3de.png,795,0.041509472270216265,1.50494882
af577adabf934c0f82c979dd04894fad.png,396,0.10084121761251164,1.4991962699999999
5d9681e9c44841248c2a045a2f7b2576.png,238,0.11039400385755807,1.4888666799999999
e04274263b3b4222b55a27482bc7d04d.png,789,0.053760543782489324,1.486962855
26c7d71869fe46e3bcec1649631dfd8b.png,396,0.04994297915835053,1.480496
d5eb5eb3f5b54e3480e3420dd9830c40.png,789,0.06721726092822519,1.47798963
875314ee214746069fea2ccf7b85668b.png,850,0.14057517652990106,1.4777912850000001
1912f830023d4da5a6eadda48c46a6f5.png,169,0.07327308227991958,1.4732982450000003
3b06f5609c5c4428ab08bb0e09529eeb.png,643,0.06734723524972765,1.4724548200000003
0a31fc358ee34eb0b1aede5f5d804b97.png,387,0.10564198943917016,1.4718809000000002
5a620703b3ba4446ad25c4f210da7215.png,47,0.02135691916418811,1.47173461
574aa2c9c86c47f993b87bec14bd86ff.png,402,0.09589162114508712,1.471058005
1c3f8bb3b4c7494f8709d86fd4d57807.png,133,0.04197115492998429,1.4686685400000001
6bbfb1876e1d42c3bcef75ff6b822882.png,20,0.07658850049462207,1.468358345
e8da2ad7a3c041f990217129392d38cc.png,751,0.1406681547149708,1.4672973350000003
a52a3f74197445cf8dc65164b849e700.png,789,0.09706321186711693,1.46661813
9ce9db13443d4d9f969734bb113db844.png,20,0.105857925716959,1.46421489
4d9652de213a4c20adc6a51c9cc5bd6e.png,610,0.05203373813206275,1.458815945
a2da4a5ea39f4cc4aebf50bd19a1013a.png,238,0.058626215581512486,1.456969892
7c20c350aecb4b1884f169cd5a0422c8.png,690,0.10954262836805197,1.4551116000000002
81e6197f3189462baaf6d4583180afe5.png,902,0.05468799618814937,1.453663155
41bb25da675949f58bba05ad73afbff1.png,902,0.07306492565996983,1.4534727614999998
04ced31b099f4299a28753cf06e6d493.png,673,0.0964630332640788,1.4525215400000002
bcd595d4976849df83417d7a7d72ce0b.png,391,0.07230644224714597,1.4521673050000001
32017dc669774034954682836c5cb323.png,850,0.030493179619719764,1.4454634
